image,point,x,y
./croppedImages/cropped1.png,55.0,94.0,162.0
./croppedImages/cropped1.png,56.0,84.0,166.0
./croppedImages/cropped1.png,57.0,76.0,167.0
./croppedImages/cropped1.png,58.0,69.0,167.0
./croppedImages/cropped1.png,59.0,58.0,165.0
./croppedImages/cropped1.png,60.0,53.0,156.0
./croppedImages/cropped1.png,61.0,69.0,154.0
./croppedImages/cropped1.png,62.0,75.0,154.0
./croppedImages/cropped1.png,63.0,83.0,154.0
./croppedImages/cropped1.png,64.0,99.0,154.0
./croppedImages/cropped1.png,65.0,83.0,154.0
./croppedImages/cropped1.png,66.0,76.0,155.0
./croppedImages/cropped1.png,67.0,69.0,155.0
./croppedImages/cropped1.png,68.0,73.0,0.0
./croppedImages/cropped2.png,0.0,1.0,79.0
./croppedImages/cropped2.png,1.0,2.0,97.0
./croppedImages/cropped2.png,2.0,5.0,116.0
./croppedImages/cropped2.png,3.0,8.0,134.0
./croppedImages/cropped2.png,4.0,13.0,153.0
./croppedImages/cropped2.png,5.0,24.0,170.0
./croppedImages/cropped2.png,6.0,37.0,185.0
./croppedImages/cropped2.png,7.0,53.0,197.0
./croppedImages/cropped2.png,8.0,72.0,200.0
./croppedImages/cropped2.png,9.0,91.0,197.0
./croppedImages/cropped2.png,10.0,108.0,186.0
./croppedImages/cropped2.png,11.0,123.0,172.0
./croppedImages/cropped2.png,12.0,134.0,155.0
./croppedImages/cropped2.png,13.0,140.0,138.0
./croppedImages/cropped2.png,14.0,143.0,119.0
./croppedImages/cropped2.png,15.0,145.0,100.0
./croppedImages/cropped2.png,16.0,146.0,82.0
./croppedImages/cropped2.png,17.0,15.0,66.0
./croppedImages/cropped2.png,18.0,24.0,59.0
./croppedImages/cropped2.png,19.0,36.0,57.0
./croppedImages/cropped2.png,20.0,48.0,58.0
./croppedImages/cropped2.png,21.0,60.0,62.0
./croppedImages/cropped2.png,22.0,84.0,61.0
./croppedImages/cropped2.png,23.0,96.0,57.0
./croppedImages/cropped2.png,24.0,109.0,56.0
./croppedImages/cropped2.png,25.0,121.0,58.0
./croppedImages/cropped2.png,26.0,130.0,65.0
./croppedImages/cropped2.png,27.0,72.0,77.0
./croppedImages/cropped2.png,28.0,72.0,91.0
./croppedImages/cropped2.png,29.0,71.0,104.0
./croppedImages/cropped2.png,30.0,71.0,118.0
./croppedImages/cropped2.png,31.0,59.0,127.0
./croppedImages/cropped2.png,32.0,65.0,130.0
./croppedImages/cropped2.png,33.0,71.0,132.0
./croppedImages/cropped2.png,34.0,78.0,129.0
./croppedImages/cropped2.png,35.0,85.0,127.0
./croppedImages/cropped2.png,36.0,29.0,77.0
./croppedImages/cropped2.png,37.0,37.0,72.0
./croppedImages/cropped2.png,38.0,47.0,73.0
./croppedImages/cropped2.png,39.0,55.0,81.0
./croppedImages/cropped2.png,40.0,46.0,82.0
./croppedImages/cropped2.png,41.0,36.0,82.0
./croppedImages/cropped2.png,42.0,90.0,80.0
./croppedImages/cropped2.png,43.0,98.0,72.0
./croppedImages/cropped2.png,44.0,108.0,72.0
./croppedImages/cropped2.png,45.0,115.0,77.0
./croppedImages/cropped2.png,46.0,109.0,81.0
./croppedImages/cropped2.png,47.0,99.0,82.0
./croppedImages/cropped2.png,48.0,46.0,153.0
./croppedImages/cropped2.png,49.0,55.0,148.0
./croppedImages/cropped2.png,50.0,64.0,146.0
./croppedImages/cropped2.png,51.0,71.0,147.0
./croppedImages/cropped2.png,52.0,79.0,145.0
./croppedImages/cropped2.png,53.0,89.0,148.0
./croppedImages/cropped2.png,54.0,99.0,152.0
./croppedImages/cropped2.png,55.0,90.0,160.0
./croppedImages/cropped2.png,56.0,80.0,163.0
./croppedImages/cropped2.png,57.0,71.0,164.0
./croppedImages/cropped2.png,58.0,64.0,163.0
./croppedImages/cropped2.png,59.0,55.0,160.0
./croppedImages/cropped2.png,60.0,51.0,153.0
./croppedImages/cropped2.png,61.0,64.0,152.0
./croppedImages/cropped2.png,62.0,71.0,152.0
./croppedImages/cropped2.png,63.0,79.0,151.0
./croppedImages/cropped2.png,64.0,95.0,153.0
./croppedImages/cropped2.png,65.0,79.0,154.0
./croppedImages/cropped2.png,66.0,71.0,154.0
./croppedImages/cropped2.png,67.0,64.0,154.0
./croppedImages/cropped2.png,68.0,72.0,0.0
./croppedImages/cropped3.png,0.0,-1.0,82.0
./croppedImages/cropped3.png,1.0,1.0,102.0
./croppedImages/cropped3.png,2.0,4.0,121.0
./croppedImages/cropped3.png,3.0,7.0,140.0
./croppedImages/cropped3.png,4.0,14.0,158.0
./croppedImages/cropped3.png,5.0,25.0,174.0
./croppedImages/cropped3.png,6.0,38.0,187.0
./croppedImages/cropped3.png,7.0,54.0,197.0
./croppedImages/cropped3.png,8.0,72.0,201.0
./croppedImages/cropped3.png,9.0,90.0,199.0
./croppedImages/cropped3.png,10.0,106.0,189.0
./croppedImages/cropped3.png,11.0,120.0,177.0
./croppedImages/cropped3.png,12.0,131.0,162.0
./croppedImages/cropped3.png,13.0,137.0,145.0
./croppedImages/cropped3.png,14.0,141.0,127.0
./croppedImages/cropped3.png,15.0,146.0,108.0
./croppedImages/cropped3.png,16.0,149.0,89.0
./croppedImages/cropped3.png,17.0,14.0,68.0
./croppedImages/cropped3.png,18.0,23.0,60.0
./croppedImages/cropped3.png,19.0,36.0,58.0
./croppedImages/cropped3.png,20.0,48.0,60.0
./croppedImages/cropped3.png,21.0,60.0,66.0
./croppedImages/cropped3.png,22.0,94.0,67.0
./croppedImages/cropped3.png,23.0,106.0,62.0
./croppedImages/cropped3.png,24.0,118.0,60.0
./croppedImages/cropped3.png,25.0,130.0,63.0
./croppedImages/cropped3.png,26.0,138.0,72.0
./croppedImages/cropped3.png,27.0,76.0,83.0
./croppedImages/cropped3.png,28.0,76.0,96.0
./croppedImages/cropped3.png,29.0,76.0,109.0
./croppedImages/cropped3.png,30.0,76.0,122.0
./croppedImages/cropped3.png,31.0,61.0,130.0
./croppedImages/cropped3.png,32.0,68.0,133.0
./croppedImages/cropped3.png,33.0,75.0,135.0
./croppedImages/cropped3.png,34.0,82.0,133.0
./croppedImages/cropped3.png,35.0,89.0,131.0
./croppedImages/cropped3.png,36.0,29.0,83.0
./croppedImages/cropped3.png,37.0,38.0,78.0
./croppedImages/cropped3.png,38.0,49.0,78.0
./croppedImages/cropped3.png,39.0,58.0,86.0
./croppedImages/cropped3.png,40.0,48.0,88.0
./croppedImages/cropped3.png,41.0,37.0,88.0
./croppedImages/cropped3.png,42.0,94.0,88.0
./croppedImages/cropped3.png,43.0,103.0,80.0
./croppedImages/cropped3.png,44.0,114.0,81.0
./croppedImages/cropped3.png,45.0,122.0,87.0
./croppedImages/cropped3.png,46.0,114.0,91.0
./croppedImages/cropped3.png,47.0,103.0,91.0
./croppedImages/cropped3.png,48.0,46.0,152.0
./croppedImages/cropped3.png,49.0,57.0,148.0
./croppedImages/cropped3.png,50.0,68.0,145.0
./croppedImages/cropped3.png,51.0,75.0,147.0
./croppedImages/cropped3.png,52.0,82.0,145.0
./croppedImages/cropped3.png,53.0,92.0,148.0
./croppedImages/cropped3.png,54.0,101.0,153.0
./croppedImages/cropped3.png,55.0,92.0,163.0
./croppedImages/cropped3.png,56.0,82.0,168.0
./croppedImages/cropped3.png,57.0,74.0,169.0
./croppedImages/cropped3.png,58.0,67.0,168.0
./croppedImages/cropped3.png,59.0,56.0,163.0
./croppedImages/cropped3.png,60.0,51.0,153.0
./croppedImages/cropped3.png,61.0,68.0,154.0
./croppedImages/cropped3.png,62.0,75.0,155.0
./croppedImages/cropped3.png,63.0,82.0,154.0
./croppedImages/cropped3.png,64.0,96.0,154.0
./croppedImages/cropped3.png,65.0,82.0,156.0
./croppedImages/cropped3.png,66.0,75.0,156.0
./croppedImages/cropped3.png,67.0,68.0,156.0
./croppedImages/cropped3.png,68.0,74.0,0.0
./croppedImages/cropped4.png,0.0,0.0,81.0
./croppedImages/cropped4.png,1.0,2.0,100.0
./croppedImages/cropped4.png,2.0,5.0,119.0
./croppedImages/cropped4.png,3.0,10.0,137.0
./croppedImages/cropped4.png,4.0,16.0,155.0
./croppedImages/cropped4.png,5.0,25.0,172.0
./croppedImages/cropped4.png,6.0,39.0,186.0
./croppedImages/cropped4.png,7.0,55.0,198.0
./croppedImages/cropped4.png,8.0,75.0,201.0
./croppedImages/cropped4.png,9.0,94.0,198.0
./croppedImages/cropped4.png,10.0,112.0,188.0
./croppedImages/cropped4.png,11.0,125.0,174.0
./croppedImages/cropped4.png,12.0,135.0,157.0
./croppedImages/cropped4.png,13.0,142.0,139.0
./croppedImages/cropped4.png,14.0,145.0,120.0
./croppedImages/cropped4.png,15.0,147.0,102.0
./croppedImages/cropped4.png,16.0,149.0,83.0
./croppedImages/cropped4.png,17.0,11.0,60.0
./croppedImages/cropped4.png,18.0,20.0,52.0
./croppedImages/cropped4.png,19.0,32.0,50.0
./croppedImages/cropped4.png,20.0,46.0,52.0
./croppedImages/cropped4.png,21.0,58.0,57.0
./croppedImages/cropped4.png,22.0,88.0,56.0
./croppedImages/cropped4.png,23.0,102.0,51.0
./croppedImages/cropped4.png,24.0,116.0,50.0
./croppedImages/cropped4.png,25.0,129.0,54.0
./croppedImages/cropped4.png,26.0,139.0,62.0
./croppedImages/cropped4.png,27.0,74.0,76.0
./croppedImages/cropped4.png,28.0,74.0,90.0
./croppedImages/cropped4.png,29.0,74.0,103.0
./croppedImages/cropped4.png,30.0,74.0,117.0
./croppedImages/cropped4.png,31.0,60.0,127.0
./croppedImages/cropped4.png,32.0,67.0,129.0
./croppedImages/cropped4.png,33.0,74.0,131.0
./croppedImages/cropped4.png,34.0,81.0,129.0
./croppedImages/cropped4.png,35.0,87.0,127.0
./croppedImages/cropped4.png,36.0,26.0,77.0
./croppedImages/cropped4.png,37.0,34.0,72.0
./croppedImages/cropped4.png,38.0,46.0,72.0
./croppedImages/cropped4.png,39.0,55.0,80.0
./croppedImages/cropped4.png,40.0,45.0,83.0
./croppedImages/cropped4.png,41.0,33.0,83.0
./croppedImages/cropped4.png,42.0,95.0,81.0
./croppedImages/cropped4.png,43.0,105.0,73.0
./croppedImages/cropped4.png,44.0,116.0,73.0
./croppedImages/cropped4.png,45.0,124.0,80.0
./croppedImages/cropped4.png,46.0,117.0,85.0
./croppedImages/cropped4.png,47.0,105.0,84.0
./croppedImages/cropped4.png,48.0,48.0,155.0
./croppedImages/cropped4.png,49.0,59.0,150.0
./croppedImages/cropped4.png,50.0,68.0,147.0
./croppedImages/cropped4.png,51.0,74.0,149.0
./croppedImages/cropped4.png,52.0,82.0,147.0
./croppedImages/cropped4.png,53.0,91.0,151.0
./croppedImages/cropped4.png,54.0,100.0,157.0
./croppedImages/cropped4.png,55.0,92.0,162.0
./croppedImages/cropped4.png,56.0,82.0,165.0
./croppedImages/cropped4.png,57.0,74.0,165.0
./croppedImages/cropped4.png,58.0,67.0,165.0
./croppedImages/cropped4.png,59.0,58.0,162.0
./croppedImages/cropped4.png,60.0,53.0,155.0
./croppedImages/cropped4.png,61.0,68.0,154.0
./croppedImages/cropped4.png,62.0,74.0,155.0
./croppedImages/cropped4.png,63.0,82.0,154.0
./croppedImages/cropped4.png,64.0,95.0,156.0
./croppedImages/cropped4.png,65.0,82.0,154.0
./croppedImages/cropped4.png,66.0,74.0,155.0
./croppedImages/cropped4.png,67.0,68.0,154.0
./croppedImages/cropped4.png,68.0,74.0,0.0
./croppedImages/cropped5.png,0.0,1.0,91.0
./croppedImages/cropped5.png,1.0,3.0,109.0
./croppedImages/cropped5.png,2.0,6.0,126.0
./croppedImages/cropped5.png,3.0,9.0,144.0
./croppedImages/cropped5.png,4.0,14.0,160.0
./croppedImages/cropped5.png,5.0,23.0,175.0
./croppedImages/cropped5.png,6.0,36.0,188.0
./croppedImages/cropped5.png,7.0,51.0,198.0
./croppedImages/cropped5.png,8.0,68.0,201.0
./croppedImages/cropped5.png,9.0,85.0,198.0
./croppedImages/cropped5.png,10.0,100.0,189.0
./croppedImages/cropped5.png,11.0,113.0,176.0
./croppedImages/cropped5.png,12.0,123.0,162.0
./croppedImages/cropped5.png,13.0,128.0,146.0
./croppedImages/cropped5.png,14.0,130.0,128.0
./croppedImages/cropped5.png,15.0,132.0,111.0
./croppedImages/cropped5.png,16.0,133.0,93.0
./croppedImages/cropped5.png,17.0,10.0,75.0
./croppedImages/cropped5.png,18.0,19.0,67.0
./croppedImages/cropped5.png,19.0,31.0,65.0
./croppedImages/cropped5.png,20.0,44.0,67.0
./croppedImages/cropped5.png,21.0,56.0,71.0
./croppedImages/cropped5.png,22.0,81.0,70.0
./croppedImages/cropped5.png,23.0,92.0,66.0
./croppedImages/cropped5.png,24.0,104.0,64.0
./croppedImages/cropped5.png,25.0,116.0,66.0
./croppedImages/cropped5.png,26.0,125.0,74.0
./croppedImages/cropped5.png,27.0,68.0,84.0
./croppedImages/cropped5.png,28.0,68.0,95.0
./croppedImages/cropped5.png,29.0,68.0,106.0
./croppedImages/cropped5.png,30.0,68.0,118.0
./croppedImages/cropped5.png,31.0,54.0,129.0
./croppedImages/cropped5.png,32.0,60.0,131.0
./croppedImages/cropped5.png,33.0,68.0,133.0
./croppedImages/cropped5.png,34.0,75.0,131.0
./croppedImages/cropped5.png,35.0,82.0,129.0
./croppedImages/cropped5.png,36.0,25.0,87.0
./croppedImages/cropped5.png,37.0,32.0,82.0
./croppedImages/cropped5.png,38.0,41.0,82.0
./croppedImages/cropped5.png,39.0,49.0,88.0
./croppedImages/cropped5.png,40.0,40.0,90.0
./croppedImages/cropped5.png,41.0,31.0,90.0
./croppedImages/cropped5.png,42.0,87.0,88.0
./croppedImages/cropped5.png,43.0,95.0,82.0
./croppedImages/cropped5.png,44.0,103.0,82.0
./croppedImages/cropped5.png,45.0,111.0,86.0
./croppedImages/cropped5.png,46.0,104.0,90.0
./croppedImages/cropped5.png,47.0,95.0,89.0
./croppedImages/cropped5.png,48.0,42.0,156.0
./croppedImages/cropped5.png,49.0,51.0,151.0
./croppedImages/cropped5.png,50.0,61.0,147.0
./croppedImages/cropped5.png,51.0,68.0,149.0
./croppedImages/cropped5.png,52.0,75.0,147.0
./croppedImages/cropped5.png,53.0,85.0,150.0
./croppedImages/cropped5.png,54.0,94.0,155.0
./croppedImages/cropped5.png,55.0,85.0,163.0
./croppedImages/cropped5.png,56.0,76.0,166.0
./croppedImages/cropped5.png,57.0,69.0,167.0
./croppedImages/cropped5.png,58.0,61.0,166.0
./croppedImages/cropped5.png,59.0,51.0,164.0
./croppedImages/cropped5.png,60.0,47.0,157.0
./croppedImages/cropped5.png,61.0,61.0,155.0
./croppedImages/cropped5.png,62.0,68.0,155.0
./croppedImages/cropped5.png,63.0,75.0,155.0
./croppedImages/cropped5.png,64.0,90.0,156.0
./croppedImages/cropped5.png,65.0,75.0,156.0
./croppedImages/cropped5.png,66.0,68.0,157.0
./croppedImages/cropped5.png,67.0,61.0,156.0
./croppedImages/cropped5.png,68.0,66.0,0.0
./croppedImages/cropped6.png,0.0,1.0,84.0
./croppedImages/cropped6.png,1.0,4.0,104.0
./croppedImages/cropped6.png,2.0,9.0,123.0
./croppedImages/cropped6.png,3.0,13.0,141.0
./croppedImages/cropped6.png,4.0,20.0,159.0
./croppedImages/cropped6.png,5.0,30.0,175.0
./croppedImages/cropped6.png,6.0,43.0,188.0
./croppedImages/cropped6.png,7.0,60.0,198.0
./croppedImages/cropped6.png,8.0,81.0,200.0
./croppedImages/cropped6.png,9.0,101.0,197.0
./croppedImages/cropped6.png,10.0,117.0,187.0
./croppedImages/cropped6.png,11.0,131.0,174.0
./croppedImages/cropped6.png,12.0,141.0,158.0
./croppedImages/cropped6.png,13.0,146.0,140.0
./croppedImages/cropped6.png,14.0,149.0,121.0
./croppedImages/cropped6.png,15.0,151.0,103.0
./croppedImages/cropped6.png,16.0,153.0,84.0
./croppedImages/cropped6.png,17.0,13.0,68.0
./croppedImages/cropped6.png,18.0,22.0,56.0
./croppedImages/cropped6.png,19.0,36.0,50.0
./croppedImages/cropped6.png,20.0,51.0,49.0
./croppedImages/cropped6.png,21.0,65.0,55.0
./croppedImages/cropped6.png,22.0,89.0,53.0
./croppedImages/cropped6.png,23.0,104.0,48.0
./croppedImages/cropped6.png,24.0,120.0,48.0
./croppedImages/cropped6.png,25.0,134.0,54.0
./croppedImages/cropped6.png,26.0,141.0,65.0
./croppedImages/cropped6.png,27.0,80.0,72.0
./croppedImages/cropped6.png,28.0,81.0,85.0
./croppedImages/cropped6.png,29.0,82.0,97.0
./croppedImages/cropped6.png,30.0,83.0,110.0
./croppedImages/cropped6.png,31.0,66.0,120.0
./croppedImages/cropped6.png,32.0,74.0,123.0
./croppedImages/cropped6.png,33.0,82.0,125.0
./croppedImages/cropped6.png,34.0,90.0,123.0
./croppedImages/cropped6.png,35.0,97.0,120.0
./croppedImages/cropped6.png,36.0,32.0,79.0
./croppedImages/cropped6.png,37.0,40.0,74.0
./croppedImages/cropped6.png,38.0,50.0,73.0
./croppedImages/cropped6.png,39.0,60.0,79.0
./croppedImages/cropped6.png,40.0,51.0,81.0
./croppedImages/cropped6.png,41.0,40.0,82.0
./croppedImages/cropped6.png,42.0,97.0,78.0
./croppedImages/cropped6.png,43.0,106.0,72.0
./croppedImages/cropped6.png,44.0,116.0,73.0
./croppedImages/cropped6.png,45.0,123.0,77.0
./croppedImages/cropped6.png,46.0,117.0,81.0
./croppedImages/cropped6.png,47.0,107.0,81.0
./croppedImages/cropped6.png,48.0,52.0,149.0
./croppedImages/cropped6.png,49.0,63.0,145.0
./croppedImages/cropped6.png,50.0,74.0,142.0
./croppedImages/cropped6.png,51.0,80.0,144.0
./croppedImages/cropped6.png,52.0,89.0,143.0
./croppedImages/cropped6.png,53.0,98.0,146.0
./croppedImages/cropped6.png,54.0,108.0,149.0
./croppedImages/cropped6.png,55.0,98.0,155.0
./croppedImages/cropped6.png,56.0,88.0,158.0
./croppedImages/cropped6.png,57.0,80.0,159.0
./croppedImages/cropped6.png,58.0,72.0,158.0
./croppedImages/cropped6.png,59.0,62.0,155.0
./croppedImages/cropped6.png,60.0,56.0,149.0
./croppedImages/cropped6.png,61.0,73.0,149.0
./croppedImages/cropped6.png,62.0,80.0,150.0
./croppedImages/cropped6.png,63.0,89.0,149.0
./croppedImages/cropped6.png,64.0,104.0,150.0
./croppedImages/cropped6.png,65.0,88.0,149.0
./croppedImages/cropped6.png,66.0,80.0,149.0
./croppedImages/cropped6.png,67.0,73.0,148.0
./croppedImages/cropped6.png,68.0,76.0,0.0
./croppedImages/cropped7.png,0.0,0.0,83.0
./croppedImages/cropped7.png,1.0,2.0,102.0
./croppedImages/cropped7.png,2.0,7.0,120.0
./croppedImages/cropped7.png,3.0,11.0,139.0
./croppedImages/cropped7.png,4.0,16.0,157.0
./croppedImages/cropped7.png,5.0,26.0,173.0
./croppedImages/cropped7.png,6.0,38.0,188.0
./croppedImages/cropped7.png,7.0,55.0,200.0
./croppedImages/cropped7.png,8.0,77.0,201.0
./croppedImages/cropped7.png,9.0,98.0,199.0
./croppedImages/cropped7.png,10.0,115.0,188.0
./croppedImages/cropped7.png,11.0,129.0,174.0
./croppedImages/cropped7.png,12.0,139.0,158.0
./croppedImages/cropped7.png,13.0,145.0,140.0
./croppedImages/cropped7.png,14.0,148.0,122.0
./croppedImages/cropped7.png,15.0,151.0,104.0
./croppedImages/cropped7.png,16.0,154.0,85.0
./croppedImages/cropped7.png,17.0,9.0,66.0
./croppedImages/cropped7.png,18.0,17.0,52.0
./croppedImages/cropped7.png,19.0,33.0,46.0
./croppedImages/cropped7.png,20.0,51.0,47.0
./croppedImages/cropped7.png,21.0,66.0,54.0
./croppedImages/cropped7.png,22.0,85.0,52.0
./croppedImages/cropped7.png,23.0,102.0,46.0
./croppedImages/cropped7.png,24.0,119.0,45.0
./croppedImages/cropped7.png,25.0,135.0,51.0
./croppedImages/cropped7.png,26.0,143.0,64.0
./croppedImages/cropped7.png,27.0,76.0,70.0
./croppedImages/cropped7.png,28.0,76.0,84.0
./croppedImages/cropped7.png,29.0,76.0,98.0
./croppedImages/cropped7.png,30.0,76.0,112.0
./croppedImages/cropped7.png,31.0,61.0,122.0
./croppedImages/cropped7.png,32.0,69.0,125.0
./croppedImages/cropped7.png,33.0,76.0,127.0
./croppedImages/cropped7.png,34.0,83.0,125.0
./croppedImages/cropped7.png,35.0,90.0,123.0
./croppedImages/cropped7.png,36.0,27.0,77.0
./croppedImages/cropped7.png,37.0,35.0,72.0
./croppedImages/cropped7.png,38.0,45.0,72.0
./croppedImages/cropped7.png,39.0,55.0,76.0
./croppedImages/cropped7.png,40.0,46.0,79.0
./croppedImages/cropped7.png,41.0,36.0,80.0
./croppedImages/cropped7.png,42.0,98.0,77.0
./croppedImages/cropped7.png,43.0,108.0,72.0
./croppedImages/cropped7.png,44.0,118.0,73.0
./croppedImages/cropped7.png,45.0,125.0,78.0
./croppedImages/cropped7.png,46.0,118.0,81.0
./croppedImages/cropped7.png,47.0,108.0,80.0
./croppedImages/cropped7.png,48.0,52.0,152.0
./croppedImages/cropped7.png,49.0,61.0,148.0
./croppedImages/cropped7.png,50.0,69.0,146.0
./croppedImages/cropped7.png,51.0,76.0,148.0
./croppedImages/cropped7.png,52.0,85.0,146.0
./croppedImages/cropped7.png,53.0,93.0,148.0
