image,point,x,y
../../aesthetics/mit/females/i3.jpg,18.0,106.0,106.0
../../aesthetics/mit/females/i3.jpg,19.0,123.0,123.0
../../aesthetics/mit/females/i3.jpg,20.0,141.0,141.0
../../aesthetics/mit/females/i3.jpg,21.0,157.0,157.0
../../aesthetics/mit/females/i3.jpg,22.0,195.0,195.0
../../aesthetics/mit/females/i3.jpg,23.0,212.0,212.0
../../aesthetics/mit/females/i3.jpg,24.0,230.0,230.0
../../aesthetics/mit/females/i3.jpg,25.0,248.0,248.0
../../aesthetics/mit/females/i3.jpg,26.0,262.0,262.0
../../aesthetics/mit/females/i3.jpg,27.0,177.0,177.0
../../aesthetics/mit/females/i3.jpg,28.0,178.0,178.0
../../aesthetics/mit/females/i3.jpg,29.0,178.0,178.0
../../aesthetics/mit/females/i3.jpg,30.0,179.0,179.0
../../aesthetics/mit/females/i3.jpg,31.0,161.0,161.0
../../aesthetics/mit/females/i3.jpg,32.0,170.0,170.0
../../aesthetics/mit/females/i3.jpg,33.0,180.0,180.0
../../aesthetics/mit/females/i3.jpg,34.0,190.0,190.0
../../aesthetics/mit/females/i3.jpg,35.0,199.0,199.0
../../aesthetics/mit/females/i3.jpg,36.0,110.0,110.0
../../aesthetics/mit/females/i3.jpg,37.0,122.0,122.0
../../aesthetics/mit/females/i3.jpg,38.0,137.0,137.0
../../aesthetics/mit/females/i3.jpg,39.0,151.0,151.0
../../aesthetics/mit/females/i3.jpg,40.0,137.0,137.0
../../aesthetics/mit/females/i3.jpg,41.0,121.0,121.0
../../aesthetics/mit/females/i3.jpg,42.0,205.0,205.0
../../aesthetics/mit/females/i3.jpg,43.0,218.0,218.0
../../aesthetics/mit/females/i3.jpg,44.0,233.0,233.0
../../aesthetics/mit/females/i3.jpg,45.0,246.0,246.0
../../aesthetics/mit/females/i3.jpg,46.0,235.0,235.0
../../aesthetics/mit/females/i3.jpg,47.0,219.0,219.0
../../aesthetics/mit/females/i3.jpg,48.0,144.0,144.0
../../aesthetics/mit/females/i3.jpg,49.0,159.0,159.0
../../aesthetics/mit/females/i3.jpg,50.0,173.0,173.0
../../aesthetics/mit/females/i3.jpg,51.0,182.0,182.0
../../aesthetics/mit/females/i3.jpg,52.0,191.0,191.0
../../aesthetics/mit/females/i3.jpg,53.0,206.0,206.0
../../aesthetics/mit/females/i3.jpg,54.0,221.0,221.0
../../aesthetics/mit/females/i3.jpg,55.0,207.0,207.0
../../aesthetics/mit/females/i3.jpg,56.0,193.0,193.0
../../aesthetics/mit/females/i3.jpg,57.0,182.0,182.0
../../aesthetics/mit/females/i3.jpg,58.0,172.0,172.0
../../aesthetics/mit/females/i3.jpg,59.0,158.0,158.0
../../aesthetics/mit/females/i3.jpg,60.0,151.0,151.0
../../aesthetics/mit/females/i3.jpg,61.0,173.0,173.0
../../aesthetics/mit/females/i3.jpg,62.0,182.0,182.0
../../aesthetics/mit/females/i3.jpg,63.0,191.0,191.0
../../aesthetics/mit/females/i3.jpg,64.0,214.0,214.0
../../aesthetics/mit/females/i3.jpg,65.0,191.0,191.0
../../aesthetics/mit/females/i3.jpg,66.0,182.0,182.0
../../aesthetics/mit/females/i3.jpg,67.0,173.0,173.0
../../aesthetics/mit/males/i4.jpg,0.0,77.0,77.0
../../aesthetics/mit/males/i4.jpg,1.0,79.0,79.0
../../aesthetics/mit/males/i4.jpg,2.0,84.0,84.0
../../aesthetics/mit/males/i4.jpg,3.0,88.0,88.0
../../aesthetics/mit/males/i4.jpg,4.0,95.0,95.0
../../aesthetics/mit/males/i4.jpg,5.0,110.0,110.0
../../aesthetics/mit/males/i4.jpg,6.0,129.0,129.0
../../aesthetics/mit/males/i4.jpg,7.0,151.0,151.0
../../aesthetics/mit/males/i4.jpg,8.0,178.0,178.0
../../aesthetics/mit/males/i4.jpg,9.0,205.0,205.0
../../aesthetics/mit/males/i4.jpg,10.0,229.0,229.0
../../aesthetics/mit/males/i4.jpg,11.0,249.0,249.0
../../aesthetics/mit/males/i4.jpg,12.0,265.0,265.0
../../aesthetics/mit/males/i4.jpg,13.0,273.0,273.0
../../aesthetics/mit/males/i4.jpg,14.0,277.0,277.0
../../aesthetics/mit/males/i4.jpg,15.0,280.0,280.0
../../aesthetics/mit/males/i4.jpg,16.0,281.0,281.0
../../aesthetics/mit/males/i4.jpg,17.0,98.0,98.0
../../aesthetics/mit/males/i4.jpg,18.0,111.0,111.0
../../aesthetics/mit/males/i4.jpg,19.0,128.0,128.0
../../aesthetics/mit/males/i4.jpg,20.0,145.0,145.0
../../aesthetics/mit/males/i4.jpg,21.0,161.0,161.0
../../aesthetics/mit/males/i4.jpg,22.0,195.0,195.0
../../aesthetics/mit/males/i4.jpg,23.0,211.0,211.0
../../aesthetics/mit/males/i4.jpg,24.0,228.0,228.0
../../aesthetics/mit/males/i4.jpg,25.0,245.0,245.0
../../aesthetics/mit/males/i4.jpg,26.0,259.0,259.0
../../aesthetics/mit/males/i4.jpg,27.0,178.0,178.0
../../aesthetics/mit/males/i4.jpg,28.0,178.0,178.0
../../aesthetics/mit/males/i4.jpg,29.0,178.0,178.0
../../aesthetics/mit/males/i4.jpg,30.0,177.0,177.0
../../aesthetics/mit/males/i4.jpg,31.0,159.0,159.0
../../aesthetics/mit/males/i4.jpg,32.0,168.0,168.0
../../aesthetics/mit/males/i4.jpg,33.0,177.0,177.0
../../aesthetics/mit/males/i4.jpg,34.0,187.0,187.0
../../aesthetics/mit/males/i4.jpg,35.0,196.0,196.0
../../aesthetics/mit/males/i4.jpg,36.0,117.0,117.0
../../aesthetics/mit/males/i4.jpg,37.0,129.0,129.0
../../aesthetics/mit/males/i4.jpg,38.0,143.0,143.0
../../aesthetics/mit/males/i4.jpg,39.0,153.0,153.0
../../aesthetics/mit/males/i4.jpg,40.0,141.0,141.0
../../aesthetics/mit/males/i4.jpg,41.0,127.0,127.0
../../aesthetics/mit/males/i4.jpg,42.0,204.0,204.0
../../aesthetics/mit/males/i4.jpg,43.0,215.0,215.0
../../aesthetics/mit/males/i4.jpg,44.0,228.0,228.0
../../aesthetics/mit/males/i4.jpg,45.0,239.0,239.0
../../aesthetics/mit/males/i4.jpg,46.0,230.0,230.0
../../aesthetics/mit/males/i4.jpg,47.0,217.0,217.0
../../aesthetics/mit/males/i4.jpg,48.0,142.0,142.0
../../aesthetics/mit/males/i4.jpg,49.0,154.0,154.0
../../aesthetics/mit/males/i4.jpg,50.0,167.0,167.0
../../aesthetics/mit/males/i4.jpg,51.0,177.0,177.0
../../aesthetics/mit/males/i4.jpg,52.0,188.0,188.0
../../aesthetics/mit/males/i4.jpg,53.0,202.0,202.0
../../aesthetics/mit/males/i4.jpg,54.0,215.0,215.0
../../aesthetics/mit/males/i4.jpg,55.0,202.0,202.0
../../aesthetics/mit/males/i4.jpg,56.0,189.0,189.0
../../aesthetics/mit/males/i4.jpg,57.0,177.0,177.0
../../aesthetics/mit/males/i4.jpg,58.0,166.0,166.0
../../aesthetics/mit/males/i4.jpg,59.0,154.0,154.0
../../aesthetics/mit/males/i4.jpg,60.0,148.0,148.0
../../aesthetics/mit/males/i4.jpg,61.0,167.0,167.0
../../aesthetics/mit/males/i4.jpg,62.0,177.0,177.0
../../aesthetics/mit/males/i4.jpg,63.0,188.0,188.0
../../aesthetics/mit/males/i4.jpg,64.0,209.0,209.0
../../aesthetics/mit/males/i4.jpg,65.0,189.0,189.0
../../aesthetics/mit/males/i4.jpg,66.0,178.0,178.0
../../aesthetics/mit/males/i4.jpg,67.0,167.0,167.0
../../aesthetics/mit/females/i5.jpg,0.0,67.0,67.0
../../aesthetics/mit/females/i5.jpg,1.0,69.0,69.0
../../aesthetics/mit/females/i5.jpg,2.0,73.0,73.0
../../aesthetics/mit/females/i5.jpg,3.0,77.0,77.0
../../aesthetics/mit/females/i5.jpg,4.0,86.0,86.0
../../aesthetics/mit/females/i5.jpg,5.0,102.0,102.0
../../aesthetics/mit/females/i5.jpg,6.0,123.0,123.0
../../aesthetics/mit/females/i5.jpg,7.0,146.0,146.0
../../aesthetics/mit/females/i5.jpg,8.0,172.0,172.0
../../aesthetics/mit/females/i5.jpg,9.0,199.0,199.0
../../aesthetics/mit/females/i5.jpg,10.0,222.0,222.0
../../aesthetics/mit/females/i5.jpg,11.0,244.0,244.0
../../aesthetics/mit/females/i5.jpg,12.0,260.0,260.0
../../aesthetics/mit/females/i5.jpg,13.0,269.0,269.0
../../aesthetics/mit/females/i5.jpg,14.0,274.0,274.0
../../aesthetics/mit/females/i5.jpg,15.0,281.0,281.0
../../aesthetics/mit/females/i5.jpg,16.0,285.0,285.0
../../aesthetics/mit/females/i5.jpg,17.0,87.0,87.0
../../aesthetics/mit/females/i5.jpg,18.0,101.0,101.0
../../aesthetics/mit/females/i5.jpg,19.0,119.0,119.0
../../aesthetics/mit/females/i5.jpg,20.0,137.0,137.0
../../aesthetics/mit/females/i5.jpg,21.0,154.0,154.0
../../aesthetics/mit/females/i5.jpg,22.0,205.0,205.0
../../aesthetics/mit/females/i5.jpg,23.0,222.0,222.0
../../aesthetics/mit/females/i5.jpg,24.0,240.0,240.0
../../aesthetics/mit/females/i5.jpg,25.0,257.0,257.0
../../aesthetics/mit/females/i5.jpg,26.0,269.0,269.0
../../aesthetics/mit/females/i5.jpg,27.0,178.0,178.0
../../aesthetics/mit/females/i5.jpg,28.0,178.0,178.0
../../aesthetics/mit/females/i5.jpg,29.0,178.0,178.0
../../aesthetics/mit/females/i5.jpg,30.0,178.0,178.0
../../aesthetics/mit/females/i5.jpg,31.0,157.0,157.0
../../aesthetics/mit/females/i5.jpg,32.0,167.0,167.0
../../aesthetics/mit/females/i5.jpg,33.0,177.0,177.0
../../aesthetics/mit/females/i5.jpg,34.0,187.0,187.0
../../aesthetics/mit/females/i5.jpg,35.0,197.0,197.0
../../aesthetics/mit/females/i5.jpg,36.0,110.0,110.0
../../aesthetics/mit/females/i5.jpg,37.0,123.0,123.0
../../aesthetics/mit/females/i5.jpg,38.0,138.0,138.0
../../aesthetics/mit/females/i5.jpg,39.0,151.0,151.0
../../aesthetics/mit/females/i5.jpg,40.0,137.0,137.0
../../aesthetics/mit/females/i5.jpg,41.0,121.0,121.0
../../aesthetics/mit/females/i5.jpg,42.0,204.0,204.0
../../aesthetics/mit/females/i5.jpg,43.0,218.0,218.0
../../aesthetics/mit/females/i5.jpg,44.0,233.0,233.0
../../aesthetics/mit/females/i5.jpg,45.0,245.0,245.0
../../aesthetics/mit/females/i5.jpg,46.0,233.0,233.0
../../aesthetics/mit/females/i5.jpg,47.0,218.0,218.0
../../aesthetics/mit/females/i5.jpg,48.0,135.0,135.0
../../aesthetics/mit/females/i5.jpg,49.0,150.0,150.0
../../aesthetics/mit/females/i5.jpg,50.0,167.0,167.0
../../aesthetics/mit/females/i5.jpg,51.0,177.0,177.0
../../aesthetics/mit/females/i5.jpg,52.0,186.0,186.0
../../aesthetics/mit/females/i5.jpg,53.0,201.0,201.0
../../aesthetics/mit/females/i5.jpg,54.0,215.0,215.0
../../aesthetics/mit/females/i5.jpg,55.0,201.0,201.0
../../aesthetics/mit/females/i5.jpg,56.0,187.0,187.0
../../aesthetics/mit/females/i5.jpg,57.0,176.0,176.0
../../aesthetics/mit/females/i5.jpg,58.0,165.0,165.0
../../aesthetics/mit/females/i5.jpg,59.0,149.0,149.0
../../aesthetics/mit/females/i5.jpg,60.0,141.0,141.0
../../aesthetics/mit/females/i5.jpg,61.0,166.0,166.0
../../aesthetics/mit/females/i5.jpg,62.0,176.0,176.0
../../aesthetics/mit/females/i5.jpg,63.0,186.0,186.0
../../aesthetics/mit/females/i5.jpg,64.0,208.0,208.0
../../aesthetics/mit/females/i5.jpg,65.0,186.0,186.0
../../aesthetics/mit/females/i5.jpg,66.0,176.0,176.0
../../aesthetics/mit/females/i5.jpg,67.0,166.0,166.0
../../aesthetics/mit/females/i6.jpg,0.0,75.0,75.0
../../aesthetics/mit/females/i6.jpg,1.0,77.0,77.0
../../aesthetics/mit/females/i6.jpg,2.0,83.0,83.0
../../aesthetics/mit/females/i6.jpg,3.0,89.0,89.0
../../aesthetics/mit/females/i6.jpg,4.0,97.0,97.0
../../aesthetics/mit/females/i6.jpg,5.0,111.0,111.0
../../aesthetics/mit/females/i6.jpg,6.0,130.0,130.0
../../aesthetics/mit/females/i6.jpg,7.0,154.0,154.0
../../aesthetics/mit/females/i6.jpg,8.0,178.0,178.0
../../aesthetics/mit/females/i6.jpg,9.0,203.0,203.0
../../aesthetics/mit/females/i6.jpg,10.0,226.0,226.0
../../aesthetics/mit/females/i6.jpg,11.0,247.0,247.0
../../aesthetics/mit/females/i6.jpg,12.0,260.0,260.0
../../aesthetics/mit/females/i6.jpg,13.0,268.0,268.0
../../aesthetics/mit/females/i6.jpg,14.0,271.0,271.0
../../aesthetics/mit/females/i6.jpg,15.0,276.0,276.0
../../aesthetics/mit/females/i6.jpg,16.0,278.0,278.0
../../aesthetics/mit/females/i6.jpg,17.0,89.0,89.0
../../aesthetics/mit/females/i6.jpg,18.0,102.0,102.0
../../aesthetics/mit/females/i6.jpg,19.0,120.0,120.0
../../aesthetics/mit/females/i6.jpg,20.0,139.0,139.0
../../aesthetics/mit/females/i6.jpg,21.0,156.0,156.0
../../aesthetics/mit/females/i6.jpg,22.0,195.0,195.0
../../aesthetics/mit/females/i6.jpg,23.0,214.0,214.0
../../aesthetics/mit/females/i6.jpg,24.0,233.0,233.0
../../aesthetics/mit/females/i6.jpg,25.0,253.0,253.0
../../aesthetics/mit/females/i6.jpg,26.0,265.0,265.0
../../aesthetics/mit/females/i6.jpg,27.0,177.0,177.0
../../aesthetics/mit/females/i6.jpg,28.0,177.0,177.0
../../aesthetics/mit/females/i6.jpg,29.0,176.0,176.0
../../aesthetics/mit/females/i6.jpg,30.0,176.0,176.0
../../aesthetics/mit/females/i6.jpg,31.0,159.0,159.0
../../aesthetics/mit/females/i6.jpg,32.0,167.0,167.0
../../aesthetics/mit/females/i6.jpg,33.0,176.0,176.0
../../aesthetics/mit/females/i6.jpg,34.0,185.0,185.0
../../aesthetics/mit/females/i6.jpg,35.0,194.0,194.0
../../aesthetics/mit/females/i6.jpg,36.0,110.0,110.0
../../aesthetics/mit/females/i6.jpg,37.0,122.0,122.0
../../aesthetics/mit/females/i6.jpg,38.0,137.0,137.0
../../aesthetics/mit/females/i6.jpg,39.0,150.0,150.0
../../aesthetics/mit/females/i6.jpg,40.0,136.0,136.0
../../aesthetics/mit/females/i6.jpg,41.0,121.0,121.0
../../aesthetics/mit/females/i6.jpg,42.0,205.0,205.0
../../aesthetics/mit/females/i6.jpg,43.0,218.0,218.0
../../aesthetics/mit/females/i6.jpg,44.0,233.0,233.0
../../aesthetics/mit/females/i6.jpg,45.0,245.0,245.0
../../aesthetics/mit/females/i6.jpg,46.0,234.0,234.0
../../aesthetics/mit/females/i6.jpg,47.0,219.0,219.0
../../aesthetics/mit/females/i6.jpg,48.0,142.0,142.0
../../aesthetics/mit/females/i6.jpg,49.0,155.0,155.0
../../aesthetics/mit/females/i6.jpg,50.0,168.0,168.0
../../aesthetics/mit/females/i6.jpg,51.0,176.0,176.0
../../aesthetics/mit/females/i6.jpg,52.0,185.0,185.0
../../aesthetics/mit/females/i6.jpg,53.0,199.0,199.0
../../aesthetics/mit/females/i6.jpg,54.0,212.0,212.0
../../aesthetics/mit/females/i6.jpg,55.0,199.0,199.0
../../aesthetics/mit/females/i6.jpg,56.0,187.0,187.0
../../aesthetics/mit/females/i6.jpg,57.0,177.0,177.0
../../aesthetics/mit/females/i6.jpg,58.0,168.0,168.0
../../aesthetics/mit/females/i6.jpg,59.0,155.0,155.0
../../aesthetics/mit/females/i6.jpg,60.0,148.0,148.0
../../aesthetics/mit/females/i6.jpg,61.0,168.0,168.0
../../aesthetics/mit/females/i6.jpg,62.0,177.0,177.0
../../aesthetics/mit/females/i6.jpg,63.0,186.0,186.0
../../aesthetics/mit/females/i6.jpg,64.0,205.0,205.0
../../aesthetics/mit/females/i6.jpg,65.0,186.0,186.0
../../aesthetics/mit/females/i6.jpg,66.0,177.0,177.0
../../aesthetics/mit/females/i6.jpg,67.0,168.0,168.0
../../aesthetics/mit/males/i7.jpg,0.0,78.0,78.0
../../aesthetics/mit/males/i7.jpg,1.0,82.0,82.0
../../aesthetics/mit/males/i7.jpg,2.0,87.0,87.0
../../aesthetics/mit/males/i7.jpg,3.0,91.0,91.0
../../aesthetics/mit/males/i7.jpg,4.0,99.0,99.0
../../aesthetics/mit/males/i7.jpg,5.0,113.0,113.0
../../aesthetics/mit/males/i7.jpg,6.0,132.0,132.0
../../aesthetics/mit/males/i7.jpg,7.0,153.0,153.0
../../aesthetics/mit/males/i7.jpg,8.0,179.0,179.0
../../aesthetics/mit/males/i7.jpg,9.0,204.0,204.0
../../aesthetics/mit/males/i7.jpg,10.0,226.0,226.0
../../aesthetics/mit/males/i7.jpg,11.0,244.0,244.0
../../aesthetics/mit/males/i7.jpg,12.0,258.0,258.0
../../aesthetics/mit/males/i7.jpg,13.0,265.0,265.0
../../aesthetics/mit/males/i7.jpg,14.0,268.0,268.0
../../aesthetics/mit/males/i7.jpg,15.0,272.0,272.0
../../aesthetics/mit/males/i7.jpg,16.0,274.0,274.0
../../aesthetics/mit/males/i7.jpg,17.0,91.0,91.0
../../aesthetics/mit/males/i7.jpg,18.0,104.0,104.0
../../aesthetics/mit/males/i7.jpg,19.0,124.0,124.0
../../aesthetics/mit/males/i7.jpg,20.0,142.0,142.0
../../aesthetics/mit/males/i7.jpg,21.0,160.0,160.0
../../aesthetics/mit/males/i7.jpg,22.0,197.0,197.0
../../aesthetics/mit/males/i7.jpg,23.0,214.0,214.0
../../aesthetics/mit/males/i7.jpg,24.0,232.0,232.0
../../aesthetics/mit/males/i7.jpg,25.0,250.0,250.0
../../aesthetics/mit/males/i7.jpg,26.0,262.0,262.0
../../aesthetics/mit/males/i7.jpg,27.0,178.0,178.0
../../aesthetics/mit/males/i7.jpg,28.0,178.0,178.0
../../aesthetics/mit/males/i7.jpg,29.0,178.0,178.0
../../aesthetics/mit/males/i7.jpg,30.0,178.0,178.0
../../aesthetics/mit/males/i7.jpg,31.0,157.0,157.0
../../aesthetics/mit/males/i7.jpg,32.0,167.0,167.0
../../aesthetics/mit/males/i7.jpg,33.0,177.0,177.0
../../aesthetics/mit/males/i7.jpg,34.0,188.0,188.0
../../aesthetics/mit/males/i7.jpg,35.0,198.0,198.0
../../aesthetics/mit/males/i7.jpg,36.0,114.0,114.0
../../aesthetics/mit/males/i7.jpg,37.0,125.0,125.0
../../aesthetics/mit/males/i7.jpg,38.0,138.0,138.0
../../aesthetics/mit/males/i7.jpg,39.0,150.0,150.0
../../aesthetics/mit/males/i7.jpg,40.0,137.0,137.0
../../aesthetics/mit/males/i7.jpg,41.0,124.0,124.0
../../aesthetics/mit/males/i7.jpg,42.0,205.0,205.0
../../aesthetics/mit/males/i7.jpg,43.0,216.0,216.0
../../aesthetics/mit/males/i7.jpg,44.0,230.0,230.0
../../aesthetics/mit/males/i7.jpg,45.0,241.0,241.0
../../aesthetics/mit/males/i7.jpg,46.0,231.0,231.0
../../aesthetics/mit/males/i7.jpg,47.0,217.0,217.0
../../aesthetics/mit/males/i7.jpg,48.0,139.0,139.0
../../aesthetics/mit/males/i7.jpg,49.0,153.0,153.0
../../aesthetics/mit/males/i7.jpg,50.0,167.0,167.0
../../aesthetics/mit/males/i7.jpg,51.0,178.0,178.0
../../aesthetics/mit/males/i7.jpg,52.0,188.0,188.0
../../aesthetics/mit/males/i7.jpg,53.0,203.0,203.0
../../aesthetics/mit/males/i7.jpg,54.0,217.0,217.0
../../aesthetics/mit/males/i7.jpg,55.0,204.0,204.0
../../aesthetics/mit/males/i7.jpg,56.0,190.0,190.0
../../aesthetics/mit/males/i7.jpg,57.0,179.0,179.0
../../aesthetics/mit/males/i7.jpg,58.0,168.0,168.0
../../aesthetics/mit/males/i7.jpg,59.0,153.0,153.0
../../aesthetics/mit/males/i7.jpg,60.0,146.0,146.0
../../aesthetics/mit/males/i7.jpg,61.0,167.0,167.0
../../aesthetics/mit/males/i7.jpg,62.0,178.0,178.0
../../aesthetics/mit/males/i7.jpg,63.0,189.0,189.0
../../aesthetics/mit/males/i7.jpg,64.0,211.0,211.0
../../aesthetics/mit/males/i7.jpg,65.0,189.0,189.0
../../aesthetics/mit/males/i7.jpg,66.0,179.0,179.0
../../aesthetics/mit/males/i7.jpg,67.0,168.0,168.0
../../aesthetics/mit/males/i10.jpg,0.0,73.0,73.0
../../aesthetics/mit/males/i10.jpg,1.0,78.0,78.0
../../aesthetics/mit/males/i10.jpg,2.0,85.0,85.0
../../aesthetics/mit/males/i10.jpg,3.0,91.0,91.0
../../aesthetics/mit/males/i10.jpg,4.0,99.0,99.0
../../aesthetics/mit/males/i10.jpg,5.0,113.0,113.0
../../aesthetics/mit/males/i10.jpg,6.0,133.0,133.0
../../aesthetics/mit/males/i10.jpg,7.0,156.0,156.0
../../aesthetics/mit/males/i10.jpg,8.0,182.0,182.0
../../aesthetics/mit/males/i10.jpg,9.0,208.0,208.0
../../aesthetics/mit/males/i10.jpg,10.0,231.0,231.0
../../aesthetics/mit/males/i10.jpg,11.0,250.0,250.0
../../aesthetics/mit/males/i10.jpg,12.0,263.0,263.0
../../aesthetics/mit/males/i10.jpg,13.0,270.0,270.0
../../aesthetics/mit/males/i10.jpg,14.0,274.0,274.0
../../aesthetics/mit/males/i10.jpg,15.0,278.0,278.0
../../aesthetics/mit/males/i10.jpg,16.0,281.0,281.0
../../aesthetics/mit/males/i10.jpg,17.0,90.0,90.0
../../aesthetics/mit/males/i10.jpg,18.0,102.0,102.0
../../aesthetics/mit/males/i10.jpg,19.0,122.0,122.0
../../aesthetics/mit/males/i10.jpg,20.0,143.0,143.0
../../aesthetics/mit/males/i10.jpg,21.0,162.0,162.0
../../aesthetics/mit/males/i10.jpg,22.0,195.0,195.0
../../aesthetics/mit/males/i10.jpg,23.0,215.0,215.0
../../aesthetics/mit/males/i10.jpg,24.0,236.0,236.0
../../aesthetics/mit/males/i10.jpg,25.0,255.0,255.0
../../aesthetics/mit/males/i10.jpg,26.0,266.0,266.0
../../aesthetics/mit/males/i10.jpg,27.0,182.0,182.0
../../aesthetics/mit/males/i10.jpg,28.0,183.0,183.0
