image,point,x,y
../../aesthetics/gs/males/C2_237.jpg,68,226,106
../../aesthetics/gs/males/C2_281.jpg,68,241,124
../../aesthetics/gs/males/C2_194.jpg,68,218,87
../../aesthetics/gs/males/C2_249.jpg,68,236,123
../../aesthetics/gs/males/C2_205.jpg,68,251,108
../../aesthetics/gs/males/C2_278.jpg,68,226,118
../../aesthetics/gh/males/m1.jpg,68,116,6
../../aesthetics/gh/males/m21.jpg,68,127,7
../../aesthetics/gh/males/m33.jpg,68,120,7
../../aesthetics/gh/males/m3.jpg,68,121,8
../../aesthetics/gh/females/f8.jpg,68,130,6
../../aesthetics/gh/females/f22.jpg,68,133,7
../../aesthetics/gh/females/f4.jpg,68,123,7
../../aesthetics/gh/males/m22.jpg,68,118,7
../../aesthetics/gh/males/m26.jpg,68,131,8
../../aesthetics/gh/females/f5.jpg,68,121,8
../../aesthetics/gh/females/f20.jpg,68,129,6
../../aesthetics/gh/males/m23.jpg,68,145,7
../../aesthetics/gh/males/m28.jpg,68,118,6
../../aesthetics/gh/females/f34.jpg,68,126,7
../../aesthetics/gh/males/m34.jpg,68,127,7
../../aesthetics/gh/females/f6.jpg,68,124,7
../../aesthetics/gh/males/m30.jpg,68,124,8
../../aesthetics/gh/females/f33.jpg,68,140,7
../../aesthetics/gh/males/m35.jpg,68,115,6
../../aesthetics/gh/females/f18.jpg,68,129,7
../../aesthetics/gh/females/f23.jpg,68,139,6
../../aesthetics/gh/females/f31.jpg,68,123,7
../../aesthetics/gh/males/m16.jpg,68,132,7
../../aesthetics/gh/females/f29.jpg,68,127,6
../../aesthetics/gh/females/f11.jpg,68,136,7
../../aesthetics/gh/females/f10.jpg,68,122,7
../../aesthetics/gh/females/f7.jpg,68,122,6
../../aesthetics/gh/females/f15.jpg,68,139,7
../../aesthetics/gh/females/f28.jpg,68,125,7
../../aesthetics/gh/females/f17.jpg,68,140,7
../../aesthetics/gh/males/m11.jpg,68,128,7
../../aesthetics/gh/males/m25.jpg,68,124,7
../../aesthetics/gh/males/m6.jpg,68,133,7
../../aesthetics/gh/males/m4.jpg,68,130,7
../../aesthetics/gh/females/f26.jpg,68,134,7
../../aesthetics/gh/males/m15.jpg,68,130,7
../../aesthetics/gh/males/m7.jpg,68,125,7
../../aesthetics/gh/males/m31.jpg,68,128,7
../../aesthetics/gh/females/f69.jpg,68,129,7
../../aesthetics/gh/females/f42.jpg,68,130,8
../../aesthetics/gh/males/m48.jpg,68,130,7
../../aesthetics/gh/males/m39.jpg,68,133,7
../../aesthetics/gh/females/f37.jpg,68,132,8
../../aesthetics/gh/females/f49.jpg,68,135,7
../../aesthetics/gh/females/f54.jpg,68,129,7
../../aesthetics/gh/females/f36.jpg,68,121,6
../../aesthetics/gh/males/m59.jpg,68,128,7
../../aesthetics/gh/females/f57.jpg,68,122,7
../../aesthetics/gh/females/f41.jpg,68,132,7
../../aesthetics/gh/males/m69.jpg,68,146,8
../../aesthetics/ngs/females/00090_931230_fa_ppm.jpg,68,150,67
../../aesthetics/ngs/females/00456_940422_fa_ppm.jpg,68,148,82
../../aesthetics/ngs/females/00424_940422_fa_ppm.jpg,68,146,59
../../aesthetics/ngs/males/20M_NE_C.jpg,68,138,22
../../aesthetics/ngs/males/31M_NE_C.jpg,68,143,8
../../aesthetics/ngs/females/00327_940422_fa_ppm.jpg,68,145,43
../../aesthetics/ngs/females/00314_940422_fa_ppm.jpg,68,140,66
../../aesthetics/ngs/females/10F_NE_C.jpg,68,149,12
../../aesthetics/ngs/females/00416_940422_fa_ppm.jpg,68,134,61
../../aesthetics/ngs/males/30M_NE_C.jpg,68,147,51
../../aesthetics/ngs/females/00391_940422_fa_ppm.jpg,68,139,61
../../aesthetics/ngs/females/00420_940422_fa_ppm.jpg,68,140,65
../../aesthetics/ngs/females/00379_940422_fa_ppm.jpg,68,150,57
../../aesthetics/ngs/males/37M_NE_C.jpg,68,156,23
../../aesthetics/ngs/females/00125_931230_fa_ppm.jpg,68,147,63
../../aesthetics/ngs/females/00398_940422_fa_ppm.jpg,68,154,45
../../aesthetics/ngs/females/00455_940422_fa_ppm.jpg,68,141,41
../../aesthetics/ngs/males/32M_NE_C.jpg,68,144,8
../../aesthetics/ngs/females/00419_940422_fa_ppm.jpg,68,149,67
../../aesthetics/ngs/males/21M_NE_C.jpg,68,149,20
../../aesthetics/ngs/males/27M_NE_C.jpg,68,152,27
../../aesthetics/ngs/males/26M_NE_C.jpg,68,155,9
../../aesthetics/ngs/males/23M_NE_C.jpg,68,156,16
../../aesthetics/ngs/females/05F_NE_C.jpg,68,148,12
../../aesthetics/ngs/males/29M_NE_C.jpg,68,138,25
../../aesthetics/ngs/males/image_0046.jpg,68,148,53
../../aesthetics/ngs/females/BF03NES.jpg,68,152,53
../../aesthetics/ngs/males/image_0224.jpg,68,146,55
../../aesthetics/ngs/females/BF30NES.jpg,68,155,43
../../aesthetics/ngs/females/AF19NES.jpg,68,144,61
../../aesthetics/ngs/females/AF01NES.jpg,68,144,54
../../aesthetics/ngs/males/BM07NES.jpg,68,154,46
../../aesthetics/ngs/females/AF35NES.jpg,68,149,61
../../aesthetics/ngs/females/BF04NES.jpg,68,148,50
../../aesthetics/ngs/males/BM09NES.jpg,68,148,52
../../aesthetics/ngs/males/BM04NES.jpg,68,152,57
../../aesthetics/ngs/females/AF29NES.jpg,68,147,49
../../aesthetics/ngs/males/BM05NES.jpg,68,145,36
../../aesthetics/ngs/males/BM02NES.jpg,68,146,28
../../aesthetics/ngs/females/image_0172.jpg,68,167,43
../../aesthetics/ngs/males/image_0252.jpg,68,146,50
../../aesthetics/ngs/females/BF08NES.jpg,68,156,70
../../aesthetics/ngs/females/AF06NES.jpg,68,151,44
../../aesthetics/ngs/males/AM33NES.jpg,68,152,56
../../aesthetics/ngs/males/AM01NES.jpg,68,148,45
../../aesthetics/ngs/females/BF13NES.jpg,68,143,59
../../aesthetics/ngs/males/AM30NES.jpg,68,147,52
../../aesthetics/ngs/females/BF11NES.jpg,68,146,59
../../aesthetics/ngs/males/BM21NES.jpg,68,142,40
../../aesthetics/ngs/females/BF05NES.jpg,68,145,53
