image,point,x,y
../../../cfd/BF-003-N.jpg,1.0,829.0,851.0
../../../cfd/BF-003-N.jpg,2.0,842.0,959.0
../../../cfd/BF-003-N.jpg,3.0,858.0,1068.0
../../../cfd/BF-003-N.jpg,4.0,884.0,1172.0
../../../cfd/BF-003-N.jpg,5.0,941.0,1265.0
../../../cfd/BF-003-N.jpg,6.0,1020.0,1338.0
../../../cfd/BF-003-N.jpg,7.0,1111.0,1395.0
../../../cfd/BF-003-N.jpg,8.0,1213.0,1418.0
../../../cfd/BF-003-N.jpg,9.0,1311.0,1399.0
../../../cfd/BF-003-N.jpg,10.0,1397.0,1338.0
../../../cfd/BF-003-N.jpg,11.0,1476.0,1268.0
../../../cfd/BF-003-N.jpg,12.0,1538.0,1180.0
../../../cfd/BF-003-N.jpg,13.0,1573.0,1081.0
../../../cfd/BF-003-N.jpg,14.0,1596.0,977.0
../../../cfd/BF-003-N.jpg,15.0,1615.0,871.0
../../../cfd/BF-003-N.jpg,16.0,1621.0,767.0
../../../cfd/BF-003-N.jpg,17.0,896.0,675.0
../../../cfd/BF-003-N.jpg,18.0,947.0,632.0
../../../cfd/BF-003-N.jpg,19.0,1014.0,627.0
../../../cfd/BF-003-N.jpg,20.0,1078.0,637.0
../../../cfd/BF-003-N.jpg,21.0,1137.0,666.0
../../../cfd/BF-003-N.jpg,22.0,1314.0,665.0
../../../cfd/BF-003-N.jpg,23.0,1374.0,640.0
../../../cfd/BF-003-N.jpg,24.0,1436.0,635.0
../../../cfd/BF-003-N.jpg,25.0,1503.0,649.0
../../../cfd/BF-003-N.jpg,26.0,1553.0,691.0
../../../cfd/BF-003-N.jpg,27.0,1226.0,770.0
../../../cfd/BF-003-N.jpg,28.0,1226.0,835.0
../../../cfd/BF-003-N.jpg,29.0,1225.0,895.0
../../../cfd/BF-003-N.jpg,30.0,1225.0,960.0
../../../cfd/BF-003-N.jpg,31.0,1135.0,1022.0
../../../cfd/BF-003-N.jpg,32.0,1176.0,1032.0
../../../cfd/BF-003-N.jpg,33.0,1219.0,1039.0
../../../cfd/BF-003-N.jpg,34.0,1262.0,1035.0
../../../cfd/BF-003-N.jpg,35.0,1302.0,1031.0
../../../cfd/BF-003-N.jpg,36.0,976.0,773.0
../../../cfd/BF-003-N.jpg,37.0,1024.0,748.0
../../../cfd/BF-003-N.jpg,38.0,1078.0,755.0
../../../cfd/BF-003-N.jpg,39.0,1124.0,795.0
../../../cfd/BF-003-N.jpg,40.0,1075.0,802.0
../../../cfd/BF-003-N.jpg,41.0,1018.0,800.0
../../../cfd/BF-003-N.jpg,42.0,1324.0,805.0
../../../cfd/BF-003-N.jpg,43.0,1375.0,768.0
../../../cfd/BF-003-N.jpg,44.0,1429.0,769.0
../../../cfd/BF-003-N.jpg,45.0,1472.0,795.0
../../../cfd/BF-003-N.jpg,46.0,1433.0,820.0
../../../cfd/BF-003-N.jpg,47.0,1377.0,819.0
../../../cfd/BF-003-N.jpg,48.0,1056.0,1162.0
../../../cfd/BF-003-N.jpg,49.0,1119.0,1138.0
../../../cfd/BF-003-N.jpg,50.0,1180.0,1114.0
../../../cfd/BF-003-N.jpg,51.0,1212.0,1127.0
../../../cfd/BF-003-N.jpg,52.0,1250.0,1118.0
../../../cfd/BF-003-N.jpg,53.0,1309.0,1146.0
../../../cfd/BF-003-N.jpg,54.0,1368.0,1172.0
../../../cfd/BF-003-N.jpg,55.0,1309.0,1221.0
../../../cfd/BF-003-N.jpg,56.0,1250.0,1243.0
../../../cfd/BF-003-N.jpg,57.0,1209.0,1246.0
../../../cfd/BF-003-N.jpg,58.0,1173.0,1240.0
../../../cfd/BF-003-N.jpg,59.0,1115.0,1217.0
../../../cfd/BF-003-N.jpg,60.0,1080.0,1168.0
../../../cfd/BF-003-N.jpg,61.0,1179.0,1173.0
../../../cfd/BF-003-N.jpg,62.0,1211.0,1177.0
../../../cfd/BF-003-N.jpg,63.0,1250.0,1178.0
../../../cfd/BF-003-N.jpg,64.0,1340.0,1176.0
../../../cfd/BF-003-N.jpg,65.0,1249.0,1177.0
../../../cfd/BF-003-N.jpg,66.0,1210.0,1179.0
../../../cfd/BF-003-N.jpg,67.0,1177.0,1173.0
../../../cfd/BF-004-N.jpg,0.0,850.0,790.0
../../../cfd/BF-004-N.jpg,1.0,852.0,894.0
../../../cfd/BF-004-N.jpg,2.0,869.0,994.0
../../../cfd/BF-004-N.jpg,3.0,893.0,1094.0
../../../cfd/BF-004-N.jpg,4.0,931.0,1184.0
../../../cfd/BF-004-N.jpg,5.0,986.0,1271.0
../../../cfd/BF-004-N.jpg,6.0,1053.0,1343.0
../../../cfd/BF-004-N.jpg,7.0,1134.0,1397.0
../../../cfd/BF-004-N.jpg,8.0,1233.0,1412.0
../../../cfd/BF-004-N.jpg,9.0,1328.0,1396.0
../../../cfd/BF-004-N.jpg,10.0,1404.0,1343.0
../../../cfd/BF-004-N.jpg,11.0,1465.0,1269.0
../../../cfd/BF-004-N.jpg,12.0,1516.0,1183.0
../../../cfd/BF-004-N.jpg,13.0,1554.0,1094.0
../../../cfd/BF-004-N.jpg,14.0,1580.0,996.0
../../../cfd/BF-004-N.jpg,15.0,1595.0,900.0
../../../cfd/BF-004-N.jpg,16.0,1598.0,797.0
../../../cfd/BF-004-N.jpg,17.0,905.0,717.0
../../../cfd/BF-004-N.jpg,18.0,957.0,664.0
../../../cfd/BF-004-N.jpg,19.0,1031.0,653.0
../../../cfd/BF-004-N.jpg,20.0,1100.0,666.0
../../../cfd/BF-004-N.jpg,21.0,1169.0,688.0
../../../cfd/BF-004-N.jpg,22.0,1279.0,689.0
../../../cfd/BF-004-N.jpg,23.0,1353.0,670.0
../../../cfd/BF-004-N.jpg,24.0,1423.0,659.0
../../../cfd/BF-004-N.jpg,25.0,1497.0,666.0
../../../cfd/BF-004-N.jpg,26.0,1548.0,715.0
../../../cfd/BF-004-N.jpg,27.0,1227.0,778.0
../../../cfd/BF-004-N.jpg,28.0,1228.0,838.0
../../../cfd/BF-004-N.jpg,29.0,1229.0,894.0
../../../cfd/BF-004-N.jpg,30.0,1230.0,954.0
../../../cfd/BF-004-N.jpg,31.0,1144.0,1028.0
../../../cfd/BF-004-N.jpg,32.0,1188.0,1034.0
../../../cfd/BF-004-N.jpg,33.0,1231.0,1040.0
../../../cfd/BF-004-N.jpg,34.0,1275.0,1031.0
../../../cfd/BF-004-N.jpg,35.0,1317.0,1022.0
../../../cfd/BF-004-N.jpg,36.0,968.0,807.0
../../../cfd/BF-004-N.jpg,37.0,1012.0,776.0
../../../cfd/BF-004-N.jpg,38.0,1067.0,777.0
../../../cfd/BF-004-N.jpg,39.0,1120.0,817.0
../../../cfd/BF-004-N.jpg,40.0,1067.0,827.0
../../../cfd/BF-004-N.jpg,41.0,1010.0,830.0
../../../cfd/BF-004-N.jpg,42.0,1334.0,812.0
../../../cfd/BF-004-N.jpg,43.0,1383.0,772.0
../../../cfd/BF-004-N.jpg,44.0,1438.0,772.0
../../../cfd/BF-004-N.jpg,45.0,1482.0,801.0
../../../cfd/BF-004-N.jpg,46.0,1442.0,823.0
../../../cfd/BF-004-N.jpg,47.0,1386.0,822.0
../../../cfd/BF-004-N.jpg,48.0,1086.0,1198.0
../../../cfd/BF-004-N.jpg,49.0,1141.0,1151.0
../../../cfd/BF-004-N.jpg,50.0,1202.0,1118.0
../../../cfd/BF-004-N.jpg,51.0,1238.0,1129.0
../../../cfd/BF-004-N.jpg,52.0,1276.0,1114.0
../../../cfd/BF-004-N.jpg,53.0,1336.0,1142.0
../../../cfd/BF-004-N.jpg,54.0,1383.0,1186.0
../../../cfd/BF-004-N.jpg,55.0,1338.0,1242.0
../../../cfd/BF-004-N.jpg,56.0,1283.0,1267.0
../../../cfd/BF-004-N.jpg,57.0,1241.0,1271.0
../../../cfd/BF-004-N.jpg,58.0,1201.0,1271.0
../../../cfd/BF-004-N.jpg,59.0,1144.0,1254.0
../../../cfd/BF-004-N.jpg,60.0,1117.0,1198.0
../../../cfd/BF-004-N.jpg,61.0,1202.0,1187.0
../../../cfd/BF-004-N.jpg,62.0,1238.0,1186.0
../../../cfd/BF-004-N.jpg,63.0,1278.0,1183.0
../../../cfd/BF-004-N.jpg,64.0,1354.0,1184.0
../../../cfd/BF-004-N.jpg,65.0,1280.0,1180.0
../../../cfd/BF-004-N.jpg,66.0,1240.0,1185.0
../../../cfd/BF-004-N.jpg,67.0,1202.0,1184.0
../../../cfd/BF-005-N.jpg,0.0,835.0,784.0
../../../cfd/BF-005-N.jpg,1.0,841.0,893.0
../../../cfd/BF-005-N.jpg,2.0,855.0,1000.0
../../../cfd/BF-005-N.jpg,3.0,875.0,1105.0
../../../cfd/BF-005-N.jpg,4.0,907.0,1203.0
../../../cfd/BF-005-N.jpg,5.0,961.0,1288.0
../../../cfd/BF-005-N.jpg,6.0,1034.0,1353.0
../../../cfd/BF-005-N.jpg,7.0,1119.0,1397.0
../../../cfd/BF-005-N.jpg,8.0,1219.0,1405.0
../../../cfd/BF-005-N.jpg,9.0,1318.0,1391.0
../../../cfd/BF-005-N.jpg,10.0,1402.0,1341.0
../../../cfd/BF-005-N.jpg,11.0,1473.0,1269.0
../../../cfd/BF-005-N.jpg,12.0,1532.0,1183.0
../../../cfd/BF-005-N.jpg,13.0,1566.0,1088.0
../../../cfd/BF-005-N.jpg,14.0,1583.0,987.0
../../../cfd/BF-005-N.jpg,15.0,1594.0,882.0
../../../cfd/BF-005-N.jpg,16.0,1597.0,775.0
../../../cfd/BF-005-N.jpg,17.0,898.0,716.0
../../../cfd/BF-005-N.jpg,18.0,949.0,669.0
../../../cfd/BF-005-N.jpg,19.0,1017.0,659.0
../../../cfd/BF-005-N.jpg,20.0,1084.0,676.0
../../../cfd/BF-005-N.jpg,21.0,1150.0,699.0
../../../cfd/BF-005-N.jpg,22.0,1273.0,697.0
../../../cfd/BF-005-N.jpg,23.0,1338.0,668.0
../../../cfd/BF-005-N.jpg,24.0,1405.0,650.0
../../../cfd/BF-005-N.jpg,25.0,1474.0,653.0
../../../cfd/BF-005-N.jpg,26.0,1529.0,691.0
../../../cfd/BF-005-N.jpg,27.0,1213.0,782.0
../../../cfd/BF-005-N.jpg,28.0,1213.0,858.0
../../../cfd/BF-005-N.jpg,29.0,1213.0,931.0
../../../cfd/BF-005-N.jpg,30.0,1213.0,1005.0
../../../cfd/BF-005-N.jpg,31.0,1121.0,1046.0
../../../cfd/BF-005-N.jpg,32.0,1167.0,1054.0
../../../cfd/BF-005-N.jpg,33.0,1215.0,1062.0
../../../cfd/BF-005-N.jpg,34.0,1263.0,1050.0
../../../cfd/BF-005-N.jpg,35.0,1310.0,1039.0
../../../cfd/BF-005-N.jpg,36.0,963.0,801.0
../../../cfd/BF-005-N.jpg,37.0,1006.0,776.0
../../../cfd/BF-005-N.jpg,38.0,1058.0,780.0
../../../cfd/BF-005-N.jpg,39.0,1106.0,814.0
../../../cfd/BF-005-N.jpg,40.0,1056.0,822.0
../../../cfd/BF-005-N.jpg,41.0,1003.0,822.0
../../../cfd/BF-005-N.jpg,42.0,1322.0,809.0
../../../cfd/BF-005-N.jpg,43.0,1366.0,773.0
../../../cfd/BF-005-N.jpg,44.0,1416.0,766.0
../../../cfd/BF-005-N.jpg,45.0,1460.0,787.0
../../../cfd/BF-005-N.jpg,46.0,1424.0,809.0
../../../cfd/BF-005-N.jpg,47.0,1373.0,813.0
../../../cfd/BF-005-N.jpg,48.0,1047.0,1174.0
../../../cfd/BF-005-N.jpg,49.0,1108.0,1141.0
../../../cfd/BF-005-N.jpg,50.0,1171.0,1124.0
../../../cfd/BF-005-N.jpg,51.0,1217.0,1134.0
../../../cfd/BF-005-N.jpg,52.0,1268.0,1121.0
../../../cfd/BF-005-N.jpg,53.0,1328.0,1134.0
../../../cfd/BF-005-N.jpg,54.0,1386.0,1163.0
../../../cfd/BF-005-N.jpg,55.0,1332.0,1212.0
../../../cfd/BF-005-N.jpg,56.0,1271.0,1238.0
../../../cfd/BF-005-N.jpg,57.0,1219.0,1244.0
../../../cfd/BF-005-N.jpg,58.0,1169.0,1242.0
../../../cfd/BF-005-N.jpg,59.0,1108.0,1221.0
../../../cfd/BF-005-N.jpg,60.0,1072.0,1176.0
../../../cfd/BF-005-N.jpg,61.0,1169.0,1173.0
../../../cfd/BF-005-N.jpg,62.0,1217.0,1174.0
../../../cfd/BF-005-N.jpg,63.0,1269.0,1168.0
../../../cfd/BF-005-N.jpg,64.0,1360.0,1167.0
../../../cfd/BF-005-N.jpg,65.0,1269.0,1172.0
../../../cfd/BF-005-N.jpg,66.0,1218.0,1178.0
../../../cfd/BF-005-N.jpg,67.0,1169.0,1174.0
../../../cfd/BF-006-N.jpg,0.0,839.0,770.0
../../../cfd/BF-006-N.jpg,1.0,837.0,875.0
../../../cfd/BF-006-N.jpg,2.0,843.0,983.0
../../../cfd/BF-006-N.jpg,3.0,860.0,1087.0
../../../cfd/BF-006-N.jpg,4.0,891.0,1181.0
../../../cfd/BF-006-N.jpg,5.0,947.0,1267.0
../../../cfd/BF-006-N.jpg,6.0,1024.0,1332.0
../../../cfd/BF-006-N.jpg,7.0,1111.0,1376.0
../../../cfd/BF-006-N.jpg,8.0,1214.0,1391.0
../../../cfd/BF-006-N.jpg,9.0,1319.0,1376.0
../../../cfd/BF-006-N.jpg,10.0,1404.0,1332.0
../../../cfd/BF-006-N.jpg,11.0,1482.0,1270.0
../../../cfd/BF-006-N.jpg,12.0,1540.0,1192.0
../../../cfd/BF-006-N.jpg,13.0,1573.0,1098.0
../../../cfd/BF-006-N.jpg,14.0,1592.0,998.0
../../../cfd/BF-006-N.jpg,15.0,1607.0,897.0
../../../cfd/BF-006-N.jpg,16.0,1616.0,792.0
../../../cfd/BF-006-N.jpg,17.0,902.0,692.0
../../../cfd/BF-006-N.jpg,18.0,952.0,645.0
../../../cfd/BF-006-N.jpg,19.0,1021.0,642.0
../../../cfd/BF-006-N.jpg,20.0,1083.0,669.0
../../../cfd/BF-006-N.jpg,21.0,1141.0,706.0
../../../cfd/BF-006-N.jpg,22.0,1313.0,707.0
../../../cfd/BF-006-N.jpg,23.0,1377.0,683.0
../../../cfd/BF-006-N.jpg,24.0,1439.0,670.0
../../../cfd/BF-006-N.jpg,25.0,1504.0,680.0
../../../cfd/BF-006-N.jpg,26.0,1549.0,728.0
../../../cfd/BF-006-N.jpg,27.0,1228.0,808.0
../../../cfd/BF-006-N.jpg,28.0,1226.0,864.0
../../../cfd/BF-006-N.jpg,29.0,1224.0,916.0
../../../cfd/BF-006-N.jpg,30.0,1223.0,972.0
../../../cfd/BF-006-N.jpg,31.0,1135.0,1033.0
../../../cfd/BF-006-N.jpg,32.0,1176.0,1039.0
../../../cfd/BF-006-N.jpg,33.0,1217.0,1047.0
../../../cfd/BF-006-N.jpg,34.0,1262.0,1041.0
../../../cfd/BF-006-N.jpg,35.0,1305.0,1037.0
../../../cfd/BF-006-N.jpg,36.0,973.0,803.0
../../../cfd/BF-006-N.jpg,37.0,1018.0,775.0
../../../cfd/BF-006-N.jpg,38.0,1074.0,788.0
../../../cfd/BF-006-N.jpg,39.0,1121.0,834.0
../../../cfd/BF-006-N.jpg,40.0,1068.0,845.0
../../../cfd/BF-006-N.jpg,41.0,1009.0,841.0
../../../cfd/BF-006-N.jpg,42.0,1319.0,841.0
../../../cfd/BF-006-N.jpg,43.0,1364.0,796.0
../../../cfd/BF-006-N.jpg,44.0,1420.0,794.0
../../../cfd/BF-006-N.jpg,45.0,1463.0,823.0
../../../cfd/BF-006-N.jpg,46.0,1428.0,855.0
../../../cfd/BF-006-N.jpg,47.0,1371.0,858.0
../../../cfd/BF-006-N.jpg,48.0,1048.0,1162.0
../../../cfd/BF-006-N.jpg,49.0,1119.0,1138.0
../../../cfd/BF-006-N.jpg,50.0,1182.0,1118.0
../../../cfd/BF-006-N.jpg,51.0,1217.0,1128.0
../../../cfd/BF-006-N.jpg,52.0,1256.0,1120.0
../../../cfd/BF-006-N.jpg,53.0,1314.0,1141.0
../../../cfd/BF-006-N.jpg,54.0,1373.0,1166.0
../../../cfd/BF-006-N.jpg,55.0,1315.0,1212.0
../../../cfd/BF-006-N.jpg,56.0,1259.0,1228.0
../../../cfd/BF-006-N.jpg,57.0,1215.0,1230.0
../../../cfd/BF-006-N.jpg,58.0,1175.0,1228.0
../../../cfd/BF-006-N.jpg,59.0,1116.0,1213.0
../../../cfd/BF-006-N.jpg,60.0,1075.0,1168.0
../../../cfd/BF-006-N.jpg,61.0,1179.0,1169.0
../../../cfd/BF-006-N.jpg,62.0,1215.0,1172.0
../../../cfd/BF-006-N.jpg,63.0,1257.0,1172.0
../../../cfd/BF-006-N.jpg,64.0,1346.0,1170.0
../../../cfd/BF-006-N.jpg,65.0,1258.0,1161.0
../../../cfd/BF-006-N.jpg,66.0,1216.0,1164.0
../../../cfd/BF-006-N.jpg,67.0,1179.0,1160.0
../../../cfd/BF-007-N.jpg,0.0,833.0,847.0
../../../cfd/BF-007-N.jpg,1.0,835.0,949.0
../../../cfd/BF-007-N.jpg,2.0,846.0,1048.0
../../../cfd/BF-007-N.jpg,3.0,861.0,1146.0
../../../cfd/BF-007-N.jpg,4.0,885.0,1238.0
../../../cfd/BF-007-N.jpg,5.0,936.0,1321.0
../../../cfd/BF-007-N.jpg,6.0,1008.0,1385.0
../../../cfd/BF-007-N.jpg,7.0,1095.0,1430.0
../../../cfd/BF-007-N.jpg,8.0,1198.0,1449.0
../../../cfd/BF-007-N.jpg,9.0,1302.0,1437.0
../../../cfd/BF-007-N.jpg,10.0,1394.0,1397.0
../../../cfd/BF-007-N.jpg,11.0,1477.0,1339.0
../../../cfd/BF-007-N.jpg,12.0,1537.0,1263.0
../../../cfd/BF-007-N.jpg,13.0,1570.0,1172.0
../../../cfd/BF-007-N.jpg,14.0,1592.0,1073.0
../../../cfd/BF-007-N.jpg,15.0,1609.0,973.0
../../../cfd/BF-007-N.jpg,16.0,1617.0,869.0
../../../cfd/BF-007-N.jpg,17.0,915.0,740.0
../../../cfd/BF-007-N.jpg,18.0,965.0,694.0
../../../cfd/BF-007-N.jpg,19.0,1032.0,679.0
../../../cfd/BF-007-N.jpg,20.0,1099.0,686.0
../../../cfd/BF-007-N.jpg,21.0,1163.0,703.0
../../../cfd/BF-007-N.jpg,22.0,1282.0,704.0
../../../cfd/BF-007-N.jpg,23.0,1348.0,682.0
../../../cfd/BF-007-N.jpg,24.0,1416.0,678.0
../../../cfd/BF-007-N.jpg,25.0,1482.0,703.0
../../../cfd/BF-007-N.jpg,26.0,1528.0,754.0
../../../cfd/BF-007-N.jpg,27.0,1224.0,797.0
../../../cfd/BF-007-N.jpg,28.0,1223.0,853.0
../../../cfd/BF-007-N.jpg,29.0,1223.0,907.0
../../../cfd/BF-007-N.jpg,30.0,1223.0,964.0
../../../cfd/BF-007-N.jpg,31.0,1135.0,1034.0
../../../cfd/BF-007-N.jpg,32.0,1176.0,1044.0
../../../cfd/BF-007-N.jpg,33.0,1216.0,1054.0
../../../cfd/BF-007-N.jpg,34.0,1258.0,1047.0
../../../cfd/BF-007-N.jpg,35.0,1298.0,1042.0
../../../cfd/BF-007-N.jpg,36.0,988.0,819.0
